date_string,usd_to_rmb,usd_to_jpy
"2006, Friday, Apr 21",8.0165,116.91
"2006, Monday, Apr 24",8.0163,114.93
"2006, Tuesday, Apr 25",8.01,114.83
"2006, Wednesday, Apr 26",8.0163,114.72
"2006, Thursday, Apr 27",8.0205,114.02
"2006, Friday, Apr 28",8.0165,113.79
"2006, Monday, May 01",8.0165,113.06
"2006, Tuesday, May 02",8.0165,113.26
"2006, Wednesday, May 03",8.01,113.44
"2006, Thursday, May 04",8.0114,113.46
"2006, Friday, May 05",8.0114,112.45
"2006, Monday, May 08",8.007,111.55
"2006, Tuesday, May 09",8.0042,111.31
"2006, Wednesday, May 10",8.0032,110.55
"2006, Thursday, May 11",8.0038,110.26
"2006, Friday, May 12",8.0056,110.49
"2006, Monday, May 15",8.003,110.21
"2006, Tuesday, May 16",8.0005,110.07
"2006, Wednesday, May 17",8.002,110.6
"2006, Thursday, May 18",8.0095,110.89
"2006, Friday, May 19",8.0175,111.76
"2006, Monday, May 22",8.0255,111.62
"2006, Tuesday, May 23",8.0235,111.35
"2006, Wednesday, May 24",8.0175,112.8
"2006, Thursday, May 25",8.0235,111.92
"2006, Friday, May 26",8.0245,112.58
"2006, Monday, May 29",,
"2006, Tuesday, May 30",8.03,112.18
"2006, Wednesday, May 31",8.0215,112.26
"2006, Thursday, Jun 01",8.0184,112.43
"2006, Friday, Jun 02",8.0225,111.66
"2006, Monday, Jun 05",8.0057,111.7
"2006, Tuesday, Jun 06",8.012,113.26
"2006, Wednesday, Jun 07",8.0171,113.35
"2006, Thursday, Jun 08",8.0084,114.22
"2006, Friday, Jun 09",8.011,113.89
"2006, Monday, Jun 12",8.015,114.17
"2006, Tuesday, Jun 13",8.0034,115.06
"2006, Wednesday, Jun 14",7.9985,114.85
"2006, Thursday, Jun 15",7.999,115.06
"2006, Friday, Jun 16",7.9995,115.12
"2006, Monday, Jun 19",8.0035,115.26
"2006, Tuesday, Jun 20",8.0009,115.02
"2006, Wednesday, Jun 21",7.9969,114.76
"2006, Thursday, Jun 22",7.9963,115.94
"2006, Friday, Jun 23",7.9997,116.26
"2006, Monday, Jun 26",7.9995,116.38
"2006, Tuesday, Jun 27",7.998,116.26
"2006, Wednesday, Jun 28",7.997,116.42
"2006, Thursday, Jun 29",7.9955,116.17
"2006, Friday, Jun 30",7.9943,114.51
"2006, Monday, Jul 03",7.9924,114.92
"2006, Tuesday, Jul 04",,
"2006, Wednesday, Jul 05",7.9955,115.65
"2006, Thursday, Jul 06",7.9945,115.18
"2006, Friday, Jul 07",7.9936,113.98
"2006, Monday, Jul 10",7.9908,113.97
"2006, Tuesday, Jul 11",7.9911,114.15
"2006, Wednesday, Jul 12",7.9892,115.41
"2006, Thursday, Jul 13",7.9899,115.45
"2006, Friday, Jul 14",7.9956,116.33
"2006, Monday, Jul 17",7.997,117.08
"2006, Tuesday, Jul 18",8.0016,117.44
"2006, Wednesday, Jul 19",8.0018,117.08
"2006, Thursday, Jul 20",7.9918,116.83
"2006, Friday, Jul 21",7.9897,116.34
"2006, Monday, Jul 24",7.9851,116.65
"2006, Tuesday, Jul 25",7.9872,117.3
"2006, Wednesday, Jul 26",7.9849,116.85
"2006, Thursday, Jul 27",7.974,115.55
"2006, Friday, Jul 28",7.9792,114.74
"2006, Monday, Jul 31",7.969,114.44
"2006, Tuesday, Aug 01",7.973,114.96
"2006, Wednesday, Aug 02",7.972,114.54
"2006, Thursday, Aug 03",7.9748,115.27
"2006, Friday, Aug 04",7.9783,114.21
"2006, Monday, Aug 07",7.968,114.85
"2006, Tuesday, Aug 08",7.9712,115.01
"2006, Wednesday, Aug 09",7.9745,115.14
"2006, Thursday, Aug 10",7.969,115.59
"2006, Friday, Aug 11",7.9725,116.18
"2006, Monday, Aug 14",7.9928,116.53
"2006, Tuesday, Aug 15",8.0,115.96
"2006, Wednesday, Aug 16",7.9827,115.71
"2006, Thursday, Aug 17",7.9685,115.44
"2006, Friday, Aug 18",7.9736,115.79
"2006, Monday, Aug 21",7.9698,115.86
"2006, Tuesday, Aug 22",7.9663,116.61
"2006, Wednesday, Aug 23",7.9698,116.43
"2006, Thursday, Aug 24",7.9694,116.38
"2006, Friday, Aug 25",7.969,117.31
"2006, Monday, Aug 28",7.9706,117.15
"2006, Tuesday, Aug 29",7.9615,116.92
"2006, Wednesday, Aug 30",7.959,117.07
"2006, Thursday, Aug 31",7.9538,117.35
"2006, Friday, Sep 01",7.9533,117.21
"2006, Monday, Sep 04",,
"2006, Tuesday, Sep 05",7.9495,116.04
"2006, Wednesday, Sep 06",7.947,116.73
"2006, Thursday, Sep 07",7.9409,116.3
"2006, Friday, Sep 08",7.9485,116.89
"2006, Monday, Sep 11",7.9545,117.57
"2006, Tuesday, Sep 12",7.9464,117.82
"2006, Wednesday, Sep 13",7.949,117.47
"2006, Thursday, Sep 14",7.9462,117.47
"2006, Friday, Sep 15",7.9429,117.72
"2006, Monday, Sep 18",7.9465,118.02
"2006, Tuesday, Sep 19",7.9357,117.6
"2006, Wednesday, Sep 20",7.9264,117.29
"2006, Thursday, Sep 21",7.9248,116.76
"2006, Friday, Sep 22",7.9195,116.45
"2006, Monday, Sep 25",7.9212,116.43
"2006, Tuesday, Sep 26",7.9135,117.16
"2006, Wednesday, Sep 27",7.9019,117.53
"2006, Thursday, Sep 28",7.8965,117.84
"2006, Friday, Sep 29",7.904,117.99
"2006, Monday, Oct 02",7.904,117.66
"2006, Tuesday, Oct 03",7.904,117.84
"2006, Wednesday, Oct 04",7.904,118.02
"2006, Thursday, Oct 05",7.904,117.69
"2006, Friday, Oct 06",7.904,118.89
"2006, Monday, Oct 09",,
"2006, Tuesday, Oct 10",7.91,119.68
"2006, Wednesday, Oct 11",7.9168,119.49
"2006, Thursday, Oct 12",7.9143,119.53
"2006, Friday, Oct 13",7.9,119.81
"2006, Monday, Oct 16",7.912,119.25
"2006, Tuesday, Oct 17",7.9081,118.63
"2006, Wednesday, Oct 18",7.9066,119.09
"2006, Thursday, Oct 19",7.9102,118.35
"2006, Friday, Oct 20",7.9028,118.73
"2006, Monday, Oct 23",7.8981,119.32
"2006, Tuesday, Oct 24",7.9023,119.25
"2006, Wednesday, Oct 25",7.901,119.13
"2006, Thursday, Oct 26",7.8949,118.62
"2006, Friday, Oct 27",7.8886,117.61
"2006, Monday, Oct 30",7.8728,117.38
"2006, Tuesday, Oct 31",7.8785,116.82
"2006, Wednesday, Nov 01",7.8714,117.01
"2006, Thursday, Nov 02",7.872,117.12
"2006, Friday, Nov 03",7.8715,118.06
"2006, Monday, Nov 06",7.875,118.4
"2006, Tuesday, Nov 07",7.872,117.44
"2006, Wednesday, Nov 08",7.8651,117.74
"2006, Thursday, Nov 09",7.8645,117.92
"2006, Friday, Nov 10",7.8635,117.47
"2006, Monday, Nov 13",7.8642,118.14
"2006, Tuesday, Nov 14",7.864,117.72
"2006, Wednesday, Nov 15",7.8677,118.06
"2006, Thursday, Nov 16",7.8713,118.12
"2006, Friday, Nov 17",7.8717,117.73
"2006, Monday, Nov 20",7.8694,118.16
"2006, Tuesday, Nov 21",7.8683,118.0
"2006, Wednesday, Nov 22",7.8731,116.61
"2006, Thursday, Nov 23",,
"2006, Friday, Nov 24",7.8515,115.93
"2006, Monday, Nov 27",7.8426,116.12
"2006, Tuesday, Nov 28",7.844,116.14
"2006, Wednesday, Nov 29",7.8303,116.29
"2006, Thursday, Nov 30",7.834,115.55
"2006, Friday, Dec 01",7.835,115.33
"2006, Monday, Dec 04",7.8274,115.37
"2006, Tuesday, Dec 05",7.8217,114.98
"2006, Wednesday, Dec 06",7.8224,115.07
"2006, Thursday, Dec 07",7.8226,115.13
"2006, Friday, Dec 08",7.8235,116.23
"2006, Monday, Dec 11",7.834,117.02
"2006, Tuesday, Dec 12",7.8283,117.15
"2006, Wednesday, Dec 13",7.8265,117.43
"2006, Thursday, Dec 14",7.8229,117.61
"2006, Friday, Dec 15",7.8265,117.84
"2006, Monday, Dec 18",7.8192,118.14
"2006, Tuesday, Dec 19",7.8243,117.93
"2006, Wednesday, Dec 20",7.8158,118.39
"2006, Thursday, Dec 21",7.816,118.26
"2006, Friday, Dec 22",7.8153,118.9
"2006, Monday, Dec 25",,
"2006, Tuesday, Dec 26",7.8199,118.93
"2006, Wednesday, Dec 27",7.8215,118.76
"2006, Thursday, Dec 28",7.8116,118.95
"2006, Friday, Dec 29",7.8041,119.02
"2007, Monday, Jan 01",,
"2007, Tuesday, Jan 02",7.8051,118.83
"2007, Wednesday, Jan 03",7.8051,119.58
"2007, Thursday, Jan 04",7.809,119.28
"2007, Friday, Jan 05",7.8047,118.77
"2007, Monday, Jan 08",7.8127,118.49
"2007, Tuesday, Jan 09",7.8055,119.45
"2007, Wednesday, Jan 10",7.8075,119.52
"2007, Thursday, Jan 11",7.7945,120.49
"2007, Friday, Jan 12",7.7984,120.36
"2007, Monday, Jan 15",,
"2007, Tuesday, Jan 16",7.79,120.64
"2007, Wednesday, Jan 17",7.7752,120.54
"2007, Thursday, Jan 18",7.7705,121.32
"2007, Friday, Jan 19",7.7752,121.22
"2007, Monday, Jan 22",7.7759,121.56
"2007, Tuesday, Jan 23",7.7756,121.54
"2007, Wednesday, Jan 24",7.7705,120.77
"2007, Thursday, Jan 25",7.7705,120.97
"2007, Friday, Jan 26",7.7748,121.53
"2007, Monday, Jan 29",7.773,121.81
"2007, Tuesday, Jan 30",7.775,121.7
"2007, Wednesday, Jan 31",7.7714,121.02
"2007, Thursday, Feb 01",7.7575,120.67
"2007, Friday, Feb 02",7.7555,121.02
"2007, Monday, Feb 05",7.7602,120.34
"2007, Tuesday, Feb 06",7.7565,120.35
"2007, Wednesday, Feb 07",7.7474,120.65
"2007, Thursday, Feb 08",7.7484,121.19
"2007, Friday, Feb 09",7.7476,121.59
"2007, Monday, Feb 12",7.757,121.77
"2007, Tuesday, Feb 13",7.7632,121.24
"2007, Wednesday, Feb 14",7.7565,120.8
"2007, Thursday, Feb 15",7.7545,119.49
"2007, Friday, Feb 16",7.7426,119.23
"2007, Monday, Feb 19",,
"2007, Tuesday, Feb 20",7.7466,120.1
"2007, Wednesday, Feb 21",7.7426,120.99
"2007, Thursday, Feb 22",7.7436,121.3
"2007, Friday, Feb 23",7.7416,121.1
"2007, Monday, Feb 26",7.75,120.76
"2007, Tuesday, Feb 27",7.7416,118.67
"2007, Wednesday, Feb 28",7.741,118.33
"2007, Thursday, Mar 01",7.7435,117.53
"2007, Friday, Mar 02",7.7445,116.82
"2007, Monday, Mar 05",7.7415,116.01
"2007, Tuesday, Mar 06",7.7453,116.5
"2007, Wednesday, Mar 07",7.743,116.41
"2007, Thursday, Mar 08",7.74,117.35
"2007, Friday, Mar 09",7.7445,118.15
"2007, Monday, Mar 12",7.7454,117.51
"2007, Tuesday, Mar 13",7.741,116.96
"2007, Wednesday, Mar 14",7.737,116.33
"2007, Thursday, Mar 15",7.743,117.26
"2007, Friday, Mar 16",7.728,116.77
"2007, Monday, Mar 19",7.7355,117.58
"2007, Tuesday, Mar 20",7.732,117.32
"2007, Wednesday, Mar 21",7.735,117.83
"2007, Thursday, Mar 22",7.7286,117.79
"2007, Friday, Mar 23",7.729,117.82
"2007, Monday, Mar 26",7.7396,117.84
"2007, Tuesday, Mar 27",7.7334,117.8
"2007, Wednesday, Mar 28",7.7318,116.83
"2007, Thursday, Mar 29",7.728,117.75
"2007, Friday, Mar 30",7.7232,117.56
"2007, Monday, Apr 02",7.7296,117.69
"2007, Tuesday, Apr 03",7.7267,118.83
"2007, Wednesday, Apr 04",7.7345,118.72
"2007, Thursday, Apr 05",7.725,118.66
"2007, Friday, Apr 06",7.7248,119.33
"2007, Monday, Apr 09",7.729,119.28
"2007, Tuesday, Apr 10",7.7304,119.07
"2007, Wednesday, Apr 11",7.7317,119.36
"2007, Thursday, Apr 12",7.724,118.99
"2007, Friday, Apr 13",7.7222,119.27
"2007, Monday, Apr 16",7.7283,119.84
"2007, Tuesday, Apr 17",7.7288,118.96
"2007, Wednesday, Apr 18",7.7208,118.27
"2007, Thursday, Apr 19",7.7125,118.36
"2007, Friday, Apr 20",7.715,118.81
"2007, Monday, Apr 23",7.728,118.47
"2007, Tuesday, Apr 24",7.7345,118.52
"2007, Wednesday, Apr 25",7.7203,118.62
"2007, Thursday, Apr 26",7.73,119.5
"2007, Friday, Apr 27",7.7139,119.59
"2007, Monday, Apr 30",7.709,119.44
"2007, Tuesday, May 01",7.7065,119.77
"2007, Wednesday, May 02",7.7039,120.05
"2007, Thursday, May 03",7.705,120.33
"2007, Friday, May 04",7.7035,120.16
"2007, Monday, May 07",7.7039,119.96
"2007, Tuesday, May 08",7.6951,119.89
"2007, Wednesday, May 09",7.6941,119.8
"2007, Thursday, May 10",7.6936,120.37
"2007, Friday, May 11",7.6835,120.19
"2007, Monday, May 14",7.6719,120.37
"2007, Tuesday, May 15",7.6938,120.22
"2007, Wednesday, May 16",7.683,120.74
"2007, Thursday, May 17",7.673,121.3
"2007, Friday, May 18",7.6636,121.09
"2007, Monday, May 21",7.6656,121.57
"2007, Tuesday, May 22",7.656,121.47
"2007, Wednesday, May 23",7.649,121.52
"2007, Thursday, May 24",7.6525,121.46
"2007, Friday, May 25",7.6527,121.72
"2007, Monday, May 28",,
"2007, Tuesday, May 29",7.6514,121.79
"2007, Wednesday, May 30",7.6463,121.48
"2007, Thursday, May 31",7.6516,121.76
"2007, Friday, Jun 01",7.6483,122.1
"2007, Monday, Jun 04",7.6503,121.72
"2007, Tuesday, Jun 05",7.6397,121.49
"2007, Wednesday, Jun 06",7.6377,121.08
"2007, Thursday, Jun 07",7.6525,121.34
"2007, Friday, Jun 08",7.6666,121.62
"2007, Monday, Jun 11",7.668,121.78
"2007, Tuesday, Jun 12",7.6456,121.76
"2007, Wednesday, Jun 13",7.637,122.37
"2007, Thursday, Jun 14",7.642,122.97
"2007, Friday, Jun 15",7.6245,123.55
"2007, Monday, Jun 18",7.6193,123.67
"2007, Tuesday, Jun 19",7.6175,123.39
"2007, Wednesday, Jun 20",7.618,123.6
"2007, Thursday, Jun 21",7.6208,123.68
"2007, Friday, Jun 22",7.622,124.09
"2007, Monday, Jun 25",7.6187,123.84
"2007, Tuesday, Jun 26",7.6178,123.49
"2007, Wednesday, Jun 27",7.621,122.52
"2007, Thursday, Jun 28",7.6198,123.01
"2007, Friday, Jun 29",7.612,123.39
"2007, Monday, Jul 02",7.6055,122.32
"2007, Tuesday, Jul 03",7.5948,122.4
"2007, Wednesday, Jul 04",,
"2007, Thursday, Jul 05",7.6,122.82
"2007, Friday, Jul 06",7.6,123.27
"2007, Monday, Jul 09",7.6055,123.34
"2007, Tuesday, Jul 10",7.5855,122.19
"2007, Wednesday, Jul 11",7.566,122.13
"2007, Thursday, Jul 12",7.569,122.5
"2007, Friday, Jul 13",7.571,121.99
"2007, Monday, Jul 16",7.566,121.9
"2007, Tuesday, Jul 17",7.5651,122.36
"2007, Wednesday, Jul 18",7.5655,121.83
"2007, Thursday, Jul 19",7.558,122.06
"2007, Friday, Jul 20",7.5727,121.15
"2007, Monday, Jul 23",7.5652,121.31
"2007, Tuesday, Jul 24",7.566,120.57
"2007, Wednesday, Jul 25",7.5596,120.33
"2007, Thursday, Jul 26",7.568,119.14
"2007, Friday, Jul 27",7.564,118.56
"2007, Monday, Jul 30",7.57,118.41
"2007, Tuesday, Jul 31",7.572,119.13
"2007, Wednesday, Aug 01",7.567,118.71
"2007, Thursday, Aug 02",7.5733,119.35
"2007, Friday, Aug 03",7.567,118.43
"2007, Monday, Aug 06",7.5608,118.04
"2007, Tuesday, Aug 07",7.57,118.48
"2007, Wednesday, Aug 08",7.5748,119.76
"2007, Thursday, Aug 09",7.5663,118.69
"2007, Friday, Aug 10",7.5698,118.0
"2007, Monday, Aug 13",7.5835,118.47
"2007, Tuesday, Aug 14",7.578,118.21
"2007, Wednesday, Aug 15",7.585,117.19
"2007, Thursday, Aug 16",7.6181,114.03
"2007, Friday, Aug 17",7.596,113.81
"2007, Monday, Aug 20",7.585,114.49
"2007, Tuesday, Aug 21",7.594,114.42
"2007, Wednesday, Aug 22",7.5937,114.95
"2007, Thursday, Aug 23",7.5867,115.81
"2007, Friday, Aug 24",7.567,116.12
"2007, Monday, Aug 27",7.5604,116.05
"2007, Tuesday, Aug 28",7.5535,114.7
"2007, Wednesday, Aug 29",7.549,115.52
"2007, Thursday, Aug 30",7.542,115.81
"2007, Friday, Aug 31",7.5462,115.83
"2007, Monday, Sep 03",7.5462,115.83
"2007, Tuesday, Sep 04",7.551,116.21
"2007, Wednesday, Sep 05",7.554,115.15
"2007, Thursday, Sep 06",7.533,115.33
"2007, Friday, Sep 07",7.537,113.57
"2007, Monday, Sep 10",7.5235,113.43
"2007, Tuesday, Sep 11",7.522,113.97
"2007, Wednesday, Sep 12",7.521,114.24
"2007, Thursday, Sep 13",7.511,115.37
"2007, Friday, Sep 14",7.517,115.31
"2007, Monday, Sep 17",7.519,114.93
"2007, Tuesday, Sep 18",7.522,115.75
"2007, Wednesday, Sep 19",7.5135,116.21
"2007, Thursday, Sep 20",7.5055,114.18
"2007, Friday, Sep 21",7.5,115.6
"2007, Monday, Sep 24",7.5075,114.92
"2007, Tuesday, Sep 25",7.514,114.48
"2007, Wednesday, Sep 26",7.516,115.66
"2007, Thursday, Sep 27",7.5135,115.76
"2007, Friday, Sep 28",7.4928,114.97
"2007, Monday, Oct 01",7.5158,115.91
"2007, Tuesday, Oct 02",7.5093,115.83
"2007, Wednesday, Oct 03",7.5,116.74
"2007, Thursday, Oct 04",7.5098,116.59
"2007, Friday, Oct 05",7.5098,116.83
"2007, Monday, Oct 08",7.5098,116.83
"2007, Tuesday, Oct 09",7.5095,116.98
"2007, Wednesday, Oct 10",7.5075,117.17
"2007, Thursday, Oct 11",7.508,117.71
"2007, Friday, Oct 12",7.509,117.5
"2007, Monday, Oct 15",7.513,117.37
"2007, Tuesday, Oct 16",7.5116,116.61
"2007, Wednesday, Oct 17",7.5156,116.62
"2007, Thursday, Oct 18",7.5148,115.64
"2007, Friday, Oct 19",7.508,115.15
"2007, Monday, Oct 22",7.5075,114.07
"2007, Tuesday, Oct 23",7.502,114.65
"2007, Wednesday, Oct 24",7.4925,113.94
"2007, Thursday, Oct 25",7.48,114.09
"2007, Friday, Oct 26",7.4976,114.01
"2007, Monday, Oct 29",7.4728,114.69
"2007, Tuesday, Oct 30",7.472,114.72
"2007, Wednesday, Oct 31",7.4682,115.27
"2007, Thursday, Nov 01",7.4582,114.87
"2007, Friday, Nov 02",7.458,114.74
"2007, Monday, Nov 05",7.455,114.54
"2007, Tuesday, Nov 06",7.4515,114.51
"2007, Wednesday, Nov 07",7.442,113.29
"2007, Thursday, Nov 08",7.4211,112.66
"2007, Friday, Nov 09",7.419,110.9
"2007, Monday, Nov 12",,
"2007, Tuesday, Nov 13",7.4279,110.31
"2007, Wednesday, Nov 14",7.425,111.38
"2007, Thursday, Nov 15",7.425,110.78
"2007, Friday, Nov 16",7.425,111.05
"2007, Monday, Nov 19",7.4313,110.05
"2007, Tuesday, Nov 20",7.4225,110.05
"2007, Wednesday, Nov 21",7.416,108.54
"2007, Thursday, Nov 22",7.416,108.54
"2007, Friday, Nov 23",7.4079,108.17
"2007, Monday, Nov 26",7.397,108.17
"2007, Tuesday, Nov 27",7.3865,108.64
"2007, Wednesday, Nov 28",7.3905,110.38
"2007, Thursday, Nov 29",7.38,109.94
"2007, Friday, Nov 30",7.385,111.02
"2007, Monday, Dec 03",7.401,110.44
"2007, Tuesday, Dec 04",7.405,109.68
"2007, Wednesday, Dec 05",7.39,110.85
"2007, Thursday, Dec 06",7.412,111.05
"2007, Friday, Dec 07",7.407,111.72
"2007, Monday, Dec 10",7.39,111.6
"2007, Tuesday, Dec 11",7.379,111.77
"2007, Wednesday, Dec 12",7.374,112.36
"2007, Thursday, Dec 13",7.37,112.26
"2007, Friday, Dec 14",7.375,113.35
"2007, Monday, Dec 17",7.3805,113.2
"2007, Tuesday, Dec 18",7.3741,113.17
"2007, Wednesday, Dec 19",7.3718,113.44
"2007, Thursday, Dec 20",7.3669,112.97
"2007, Friday, Dec 21",7.368,113.95
"2007, Monday, Dec 24",7.3475,114.45
"2007, Tuesday, Dec 25",,
"2007, Wednesday, Dec 26",7.345,114.08
"2007, Thursday, Dec 27",7.3079,114.0
"2007, Friday, Dec 28",7.304,112.93
"2007, Monday, Dec 31",7.2946,111.71
"2008, Tuesday, Jan 01",,
"2008, Wednesday, Jan 02",7.2946,109.7
"2008, Thursday, Jan 03",7.2755,109.58
"2008, Friday, Jan 04",7.2695,108.38
"2008, Monday, Jan 07",7.2705,109.1
"2008, Tuesday, Jan 08",7.267,109.29
"2008, Wednesday, Jan 09",7.2625,109.4
"2008, Thursday, Jan 10",7.27,109.38
"2008, Friday, Jan 11",7.2615,109.11
"2008, Monday, Jan 14",7.2526,108.18
"2008, Tuesday, Jan 15",7.2345,107.07
"2008, Wednesday, Jan 16",7.24,107.27
"2008, Thursday, Jan 17",7.2245,107.01
"2008, Friday, Jan 18",7.2424,106.82
"2008, Monday, Jan 21",,
"2008, Tuesday, Jan 22",7.2456,106.76
"2008, Wednesday, Jan 23",7.24,105.42
"2008, Thursday, Jan 24",7.2228,106.68
"2008, Friday, Jan 25",7.2115,107.31
"2008, Monday, Jan 28",7.195,106.65
"2008, Tuesday, Jan 29",7.1965,107.08
"2008, Wednesday, Jan 30",7.1912,107.25
"2008, Thursday, Jan 31",7.1818,106.74
"2008, Friday, Feb 01",7.1845,106.3
"2008, Monday, Feb 04",7.1915,106.73
"2008, Tuesday, Feb 05",7.1835,106.94
"2008, Wednesday, Feb 06",7.183,106.75
"2008, Thursday, Feb 07",7.183,106.82
"2008, Friday, Feb 08",7.183,107.34
"2008, Monday, Feb 11",7.1905,106.64
"2008, Tuesday, Feb 12",7.184,107.42
"2008, Wednesday, Feb 13",7.1973,108.15
"2008, Thursday, Feb 14",7.188,107.97
"2008, Friday, Feb 15",7.178,107.67
"2008, Monday, Feb 18",,
"2008, Tuesday, Feb 19",7.1485,107.5
"2008, Wednesday, Feb 20",7.1425,107.97
"2008, Thursday, Feb 21",7.1395,107.6
"2008, Friday, Feb 22",7.14,106.98
"2008, Monday, Feb 25",7.1522,107.88
"2008, Tuesday, Feb 26",7.158,107.73
"2008, Wednesday, Feb 27",7.14,106.38
"2008, Thursday, Feb 28",7.11,105.64
"2008, Friday, Feb 29",7.1115,104.19
"2008, Monday, Mar 03",7.1035,103.57
"2008, Tuesday, Mar 04",7.106,102.67
"2008, Wednesday, Mar 05",7.1075,103.99
"2008, Thursday, Mar 06",7.1059,103.1
"2008, Friday, Mar 07",7.111,102.69
"2008, Monday, Mar 10",7.106,101.8
"2008, Tuesday, Mar 11",7.1027,102.87
"2008, Wednesday, Mar 12",7.101,102.38
"2008, Thursday, Mar 13",7.09,100.58
"2008, Friday, Mar 14",7.089,100.2
"2008, Monday, Mar 17",7.083,96.88
"2008, Tuesday, Mar 18",7.0795,98.23
"2008, Wednesday, Mar 19",7.066,99.34
"2008, Thursday, Mar 20",7.052,98.79
"2008, Friday, Mar 21",7.0515,99.4
"2008, Monday, Mar 24",7.055,100.77
"2008, Tuesday, Mar 25",7.044,100.07
"2008, Wednesday, Mar 26",7.029,99.12
"2008, Thursday, Mar 27",7.0105,99.87
"2008, Friday, Mar 28",7.012,99.71
"2008, Monday, Mar 31",7.012,99.85
"2008, Tuesday, Apr 01",7.0116,101.77
"2008, Wednesday, Apr 02",7.0185,102.77
"2008, Thursday, Apr 03",7.015,102.21
"2008, Friday, Apr 04",7.015,101.75
"2008, Monday, Apr 07",7.001,102.62
"2008, Tuesday, Apr 08",7.0008,102.55
"2008, Wednesday, Apr 09",7.0017,101.83
"2008, Thursday, Apr 10",6.991,101.71
"2008, Friday, Apr 11",7.006,101.09
"2008, Monday, Apr 14",6.999,100.87
"2008, Tuesday, Apr 15",6.9945,101.33
"2008, Wednesday, Apr 16",6.992,101.4
"2008, Thursday, Apr 17",6.984,102.22
"2008, Friday, Apr 18",7.0065,104.56
"2008, Monday, Apr 21",6.9996,103.38
"2008, Tuesday, Apr 22",6.989,102.7
"2008, Wednesday, Apr 23",6.9895,103.55
"2008, Thursday, Apr 24",6.9955,104.2
"2008, Friday, Apr 25",7.0095,104.17
"2008, Monday, Apr 28",7.002,104.3
"2008, Tuesday, Apr 29",6.9845,103.4
"2008, Wednesday, Apr 30",6.987,104.53
"2008, Thursday, May 01",6.9876,104.04
"2008, Friday, May 02",6.987,105.33
"2008, Monday, May 05",6.9815,105.12
"2008, Tuesday, May 06",6.986,104.54
"2008, Wednesday, May 07",6.986,105.28
"2008, Thursday, May 08",7.0,103.87
"2008, Friday, May 09",6.9876,103.01
"2008, Monday, May 12",6.9881,103.83
"2008, Tuesday, May 13",6.9889,104.41
"2008, Wednesday, May 14",6.999,105.2
"2008, Thursday, May 15",6.9943,104.61
"2008, Friday, May 16",6.988,103.86
"2008, Monday, May 19",6.97,104.55
"2008, Tuesday, May 20",6.9725,103.66
"2008, Wednesday, May 21",6.9592,103.34
"2008, Thursday, May 22",6.942,104.03
"2008, Friday, May 23",6.9412,103.22
"2008, Monday, May 26",,
"2008, Tuesday, May 27",6.945,103.98
"2008, Wednesday, May 28",6.9408,104.69
"2008, Thursday, May 29",6.9377,105.52
"2008, Friday, May 30",6.94,105.46
"2008, Monday, Jun 02",6.9325,104.41
"2008, Tuesday, Jun 03",6.9341,105.29
"2008, Wednesday, Jun 04",6.9633,104.99
"2008, Thursday, Jun 05",6.946,106.0
"2008, Friday, Jun 06",6.923,105.33
"2008, Monday, Jun 09",6.923,106.06
"2008, Tuesday, Jun 10",6.9248,107.19
"2008, Wednesday, Jun 11",6.9095,106.77
"2008, Thursday, Jun 12",6.907,107.94
"2008, Friday, Jun 13",6.9044,107.92
"2008, Monday, Jun 16",6.8911,108.19
"2008, Tuesday, Jun 17",6.8954,108.03
"2008, Wednesday, Jun 18",6.8821,108.05
"2008, Thursday, Jun 19",6.877,107.95
"2008, Friday, Jun 20",6.8796,107.42
"2008, Monday, Jun 23",6.874,107.89
"2008, Tuesday, Jun 24",6.8699,107.76
"2008, Wednesday, Jun 25",6.8653,108.29
"2008, Thursday, Jun 26",6.863,107.29
"2008, Friday, Jun 27",6.8618,106.28
"2008, Monday, Jun 30",6.8591,106.17
"2008, Tuesday, Jul 01",6.8608,105.73
"2008, Wednesday, Jul 02",6.8542,105.87
"2008, Thursday, Jul 03",6.8529,106.79
"2008, Friday, Jul 04",,
